Volcano Name,Country,Continent,Area of Activity,VEI,Date,Evidence Method (dating);
"284040,Miyakejima,18264,1712,129474,Ash,""violent, strong, or large"",,,,,,,";
284040,Miyakejima,18264,1712,129475,Lava flow(s),,,,,,,,;
284040,Miyakejima,18264,1712,129476,Property damage,,,,,,,,;
284040,Miyakejima,18264,1712,129477,Lahar or mudflow,,,,,,,,;
284040,Miyakejima,18264,1712,129478,Evacuations,,,,,,,,;
284040,Miyakejima,18264,1712,129479,Earthquakes (undefined),Before.,,,,,,,;
284040,Miyakejima,18264,1712,129480,Lightning,,,,,,,,;
284040,Miyakejima,18264,1712,129481,Lava flow(s),Entered water.,,,,,,,;
284040,Miyakejima,18265,1763,129485,Explosion,,,,,,,,;
284040,Miyakejima,18265,1763,129486,Ash,,,,,,,,;
284040,Miyakejima,18265,1763,129487,Lapilli,,,,,,,,;
284040,Miyakejima,18265,1763,129488,Lava flow(s),,,,,,,,;
284040,Miyakejima,18269,1874,129489,Loud audible noises,,,,,,,,;
284040,Miyakejima,18269,1874,129490,Earthquakes (undefined),Before.,,,,,,,;
284040,Miyakejima,18269,1874,129491,Glow,,,,,,,,;
284040,Miyakejima,18269,1874,129492,Lava flow(s),Entered water.,,,,,,,;
284040,Miyakejima,18270,1940,129495,Explosion,,,,,,,,;
284040,Miyakejima,18270,1940,129496,Ash,,,,,,,,;
284040,Miyakejima,18270,1940,129497,Lapilli,,,,,,,,;
284040,Miyakejima,18270,1940,129498,Bombs,,,,,,,,;
284040,Miyakejima,18270,1940,129499,Scoria,,,,,,,,;
284040,Miyakejima,18270,1940,129500,Lava flow(s),,,,,,,,;
284040,Miyakejima,18270,1940,129501,Property damage,,,,,,,,;
284040,Miyakejima,18270,1940,129502,Fatalities,,,1940,,8,,8,;
284040,Miyakejima,18270,1940,129503,Loud audible noises,,,,,,,,;
284040,Miyakejima,18270,1940,129504,Volcanic tremor,,,,,,,,;
284040,Miyakejima,18270,1940,129505,Seismicity (volcanic),Before eruption.,,,,,,,;
284040,Miyakejima,18270,1940,129506,Seismicity (volcanic),,,,,,,,;
284040,Miyakejima,18270,1940,129507,Blocks,,,,,,,,;
284040,Miyakejima,18270,1940,129508,Lava flow(s),Entered water.,,,,,,,;
284040,Miyakejima,18271,1962,129511,Ash,,,,,,,,;
284040,Miyakejima,18271,1962,129512,Bombs,,,,,,,,;
284040,Miyakejima,18271,1962,129513,Scoria,,,,,,,,;
284040,Miyakejima,18271,1962,129514,Lava flow(s),,,,,,,,;
284040,Miyakejima,18271,1962,129515,Property damage,,,,,,,,;
284040,Miyakejima,18271,1962,129516,Evacuations,,,,,,,,;
284040,Miyakejima,18271,1962,129517,Lava fountains,,,,,,,,;
284040,Miyakejima,18271,1962,129518,Loud audible noises,,,,,,,,;
284040,Miyakejima,18271,1962,129519,Seismicity (volcanic),Before eruption.,,,,,,,;
284040,Miyakejima,18271,1962,129520,Seismicity (volcanic),,,,,,,,;
284040,Miyakejima,18271,1962,129521,Seismicity (volcanic),After eruption.,,,,,,,;
284040,Miyakejima,18271,1962,129522,Lava flow(s),Entered water.,,,,,,,;
284040,Miyakejima,18273,2000,129523,Earthquakes (undefined),Before.,,,,,,,;
284040,Miyakejima,18273,2000,129524,Earthquakes (undefined),,,,,,,,;
284040,Miyakejima,18273,2000,129525,Deformation (inflation),,,,,,,,;
284040,Miyakejima,18273,2000,129526,Deformation (deflation),,,,,,,,;
284040,Miyakejima,18273,2000,129527,Phreatomagmatic eruption,,,,,,,,;
284040,Miyakejima,18273,2000,129528,Partial collapse at end of eruption,,,,,,,,;
284040,Miyakejima,18274,2001,129530,Explosion,,,,,,,,;
284040,Miyakejima,18274,2001,129531,Ash,,,,,,,,;
284040,Miyakejima,18274,2001,129532,Volcanic tremor,Before eruption.,,,,,,,;
284040,Miyakejima,18275,2004,129534,Explosion,,,,,,,,;
284040,Miyakejima,18275,2004,129535,Ash,weak or small,,,,,,,;
284040,Miyakejima,18276,2005,129537,Explosion,,,,,,,,;
284040,Miyakejima,18276,2005,129538,Ash,weak or small,,,,,,,;
284040,Miyakejima,18277,2006,129540,Ash,weak or small,,,,,,,;
284040,Miyakejima,18277,2006,129541,Phreatic activity,Uncertain,,,,,,,;
284040,Miyakejima,18278,2006,129543,Ash,weak or small,,,,,,,;
284040,Miyakejima,18278,2006,129544,Phreatic activity,Uncertain,,,,,,,;
284040,Miyakejima,18279,2008,129546,Ash,,,,,,,,;
284040,Miyakejima,18279,2008,129547,Phreatic activity,,,,,,,,;
284040,Miyakejima,18280,2008,129549,Phreatic activity,,,,,,,,;
284040,Miyakejima,18281,2009,129551,Ash,,,,,,,,;
284040,Miyakejima,18281,2009,129552,Phreatic activity,,,,,,,,;
284040,Miyakejima,18282,2010,129554,Explosion,,,,,,,,;
284050,Hachijojima,18283,-8020,129556,Explosion,,,,,,,,;
284050,Hachijojima,18293,-1150,129558,Explosion,,,,,,,,;
284050,Hachijojima,18293,-1150,129559,Ash,,,,,,,,;
284050,Hachijojima,18293,-1150,129560,Pyroclastic flow,,,,,,,,;
284050,Hachijojima,18294,-350,129562,Explosion,,,,,,,,;
284050,Hachijojima,18294,-350,129563,Ash,,,,,,,,;
284050,Hachijojima,18294,-350,129564,Pyroclastic flow,,,,,,,,;
284050,Hachijojima,18295,-150,129566,Explosion,,,,,,,,;
284050,Hachijojima,18295,-150,129567,Ash,,,,,,,,;
284050,Hachijojima,18296,850,129570,Explosion,,,,,,,,;
284050,Hachijojima,18296,850,129571,Ash,,,,,,,,;
284050,Hachijojima,18296,850,129572,Lava flow(s),,,,,,,,;
284050,Hachijojima,18297,1487,129574,Explosion,,,,,,,,;
284050,Hachijojima,18298,1518,129576,Explosion,,,,,,,,;
284050,Hachijojima,18299,1605,129578,Explosion,,,,,,,,;
284050,Hachijojima,18299,1605,129579,Lava flow(s),,,,,,,,;
284050,Hachijojima,18299,1605,129580,Property damage,,,,,,,,;
284050,Hachijojima,18300,1606,129583,Island formation,ephemeral,,,,,,,;
284050,Hachijojima,18300,1606,129584,Explosion,,,,,,,,;
284060,Aogashima,18302,-1800,129587,Explosion,,,,,,,,;
284060,Aogashima,18302,-1800,129588,Scoria,,,,,,,,;
284060,Aogashima,18302,-1800,129589,Lava flow(s),,,,,,,,;
284070,Myojinsho,18311,1896,129594,Island formation,ephemeral,,,,,,,;
284070,Myojinsho,18312,1906,129596,Explosion,,,,,,,,;
284070,Myojinsho,18312,1906,129597,Pumice,,,,,,,,;
284070,Myojinsho,18313,1915,129599,Explosion,,,,,,,,;
284070,Myojinsho,18313,1915,129600,Tsunami,,,,,,,,;
284070,Myojinsho,18315,1946,129603,Island formation,ephemeral,,,,,,,;
284070,Myojinsho,18315,1946,129604,Lava dome formation,,,,,,,,;
284070,Myojinsho,18315,1946,129605,Spine formation,,,,,,,,;
284070,Myojinsho,18316,1952,129607,Island formation,ephemeral,,,,,,,;
284070,Myojinsho,18316,1952,129608,Explosion,,,,,,,,;
284070,Myojinsho,18316,1952,129609,Ash,,,,,,,,;
284070,Myojinsho,18316,1952,129610,Lapilli,,,,,,,,;
284070,Myojinsho,18316,1952,129611,Bombs,,,,,,,,;
284070,Myojinsho,18316,1952,129612,Pyroclastic flow,,,,,,,,;
284070,Myojinsho,18316,1952,129613,Lava dome formation,,,,,,,,;
284070,Myojinsho,18316,1952,129614,Spine formation,,,,,,,,;
284070,Myojinsho,18316,1952,129615,Property damage,,,,,,,,;
284070,Myojinsho,18316,1952,129616,Fatalities,,,1952,,9,,24,;
284070,Myojinsho,18316,1952,129617,Tsunami,,,,,,,,;
284070,Myojinsho,18316,1952,129618,Lightning,,,,,,,,;
284070,Myojinsho,18316,1952,129619,Pumice,,,,,,,,;
284121,Kita-Fukutokutai,18398,1953,129639,Pumice,,,,,,,,;
284120,Ioto,18402,-850,129645,Explosion,,,,,,,,;
284120,Ioto,18402,-850,129646,Lava flow(s),,,,,,,,;
284120,Ioto,18402,-850,129647,Pumice,,,,,,,,;
284120,Ioto,18403,1889,129649,Phreatic activity,,,,,,,,;
284120,Ioto,18403,1889,129650,Crater formation,Summit.,,,,,,,;
284120,Ioto,18404,1922,129652,Phreatic activity,,,,,,,,;
284120,Ioto,18405,1930,129654,Phreatic activity,,,,,,,,;
284120,Ioto,18406,1935,129656,Phreatic activity,,,,,,,,;
284120,Ioto,18407,1944,129658,Phreatic activity,,,,,,,,;
284120,Ioto,18420,1999,129659,Phreatic activity,weak or small,,,,,,,;
284120,Ioto,18421,2001,129662,Island formation,ephemeral,,,,,,,;
284120,Ioto,18421,2001,129663,Explosion,,,,,,,,;
284120,Ioto,18421,2001,129664,Phreatic activity,,,,,,,,;
284120,Ioto,18421,2001,129665,Volcanic tremor,Before eruption.,,,,,,,;
284120,Ioto,18421,2001,129666,Volcanic tremor,,,,,,,,;
284120,Ioto,18421,2001,129667,Earthquakes (undefined),,,,,,,,;
284120,Ioto,18421,2001,129668,Pumice,,,,,,,,;
284131,Minami-Hiyoshi,18424,1975,129675,Loud audible noises,,,,,,,,;
284133,Fukujin,18431,1951,129683,Pumice,,,,,,,,;
284133,Fukujin,18434,1973,129687,Explosion,,,,,,,,;
284133,Fukujin,18434,1973,129688,Ash,,,,,,,,;
284133,Fukujin,18434,1973,129689,Pumice,,,,,,,,;
284130,Fukutoku-Oka-no-Ba,18467,2005,129700,Explosion,,,,,,,,;
284130,Fukutoku-Oka-no-Ba,18467,2005,129701,Pumice,,,,,,,,;
284130,Fukutoku-Oka-no-Ba,18469,2010,129704,Explosion,,,,,,,,;
284130,Fukutoku-Oka-no-Ba,18469,2010,129705,Ash,,,,,,,,;
284130,Fukutoku-Oka-no-Ba,18469,2010,129706,Loud audible noises,,,,,,,,;
290161,Milna,18471,1914,129711,Explosion,weak or small,,,,,,,;
290161,Milna,18471,1914,129712,Ash,,,,,,,,;
290180,Zavaritzki Caldera,18473,1923,129715,Explosion,,,,,,,,;
290180,Zavaritzki Caldera,18473,1923,129716,Lava dome formation,,,,,,,,;
284141,Ahyi,18474,2001,129719,Earthquakes (undefined),,,,,,,,;
284142,Supply Reef,18477,1989,129723,Earthquakes (undefined),,,,,,,,;
284140,Farallon de Pajaros,18478,1864,129725,Explosion,,,,,,,,;
284140,Farallon de Pajaros,18488,1939,129726,Lava flow(s),Uncertain,,,,,,,;
284140,Farallon de Pajaros,18488,1939,129727,Lava flow(s),Entered water. Uncertain,,,,,,,;
284140,Farallon de Pajaros,18489,1941,129729,Explosion,,,,,,,,;
284140,Farallon de Pajaros,18489,1941,129730,Lava flow(s),,,,,,,,;
284140,Farallon de Pajaros,18490,1943,129733,Explosion,,,,,,,,;
284140,Farallon de Pajaros,18490,1943,129734,Lava flow(s),,,,,,,,;
284140,Farallon de Pajaros,18490,1943,129735,Edifice destroyed,Explosion,,,,,,,;
284140,Farallon de Pajaros,18490,1943,129736,Lava flow(s),Entered water.,,,,,,,;
284140,Farallon de Pajaros,18491,1947,129738,Lava flow(s),,,,,,,,;
284140,Farallon de Pajaros,18491,1947,129739,Lava flow(s),Entered water.,,,,,,,;
284140,Farallon de Pajaros,18492,1951,129741,Explosion,,,,,,,,;
284140,Farallon de Pajaros,18492,1951,129742,Crater formation,Summit.,,,,,,,;
284140,Farallon de Pajaros,18493,1952,129745,Explosion,,,,,,,,;
284140,Farallon de Pajaros,18493,1952,129746,Ash,,,,,,,,;
284140,Farallon de Pajaros,18493,1952,129747,Lapilli,,,,,,,,;
284140,Farallon de Pajaros,18493,1952,129748,Bombs,,,,,,,,;
284140,Farallon de Pajaros,18493,1952,129749,Lava flow(s),,,,,,,,;
284140,Farallon de Pajaros,18493,1952,129750,Blocks,,,,,,,,;
284140,Farallon de Pajaros,18493,1952,129751,Lava flow(s),Entered water.,,,,,,,;
284170,Pagan,18509,1909,129761,Explosion,,,,,,,,;
284170,Pagan,18510,1917,129763,Explosion,,,,,,,,;
284170,Pagan,18511,1923,129765,Explosion,,,,,,,,;
284170,Pagan,18511,1923,129766,Ash,,,,,,,,;
284170,Pagan,18511,1923,129767,Scoria,,,,,,,,;
284170,Pagan,18511,1923,129768,Lava flow(s),,,,,,,,;
284170,Pagan,18511,1923,129769,Earthquakes (undefined),,,,,,,,;
284170,Pagan,18512,1925,129771,Explosion,,,,,,,,;
284170,Pagan,18512,1925,129772,Ash,,,,,,,,;
284170,Pagan,18512,1925,129773,Lava flow(s),,,,,,,,;
284170,Pagan,18512,1925,129774,Loud audible noises,,,,,,,,;
284170,Pagan,18512,1925,129775,Earthquakes (undefined),,,,,,,,;
284170,Pagan,18515,1981,129783,Explosion,,,,,,,,;
284170,Pagan,18515,1981,129784,Ash,,,,,,,,;
284170,Pagan,18515,1981,129785,Bombs,,,,,,,,;
284170,Pagan,18515,1981,129786,Pyroclastic flow,,,,,,,,;
284170,Pagan,18515,1981,129787,Lava flow(s),,,,,,,,;
284170,Pagan,18515,1981,129788,Property damage,,,,,,,,;
284170,Pagan,18515,1981,129789,Evacuations,,,,,,,,;
284170,Pagan,18515,1981,129790,Eruption cloud,,,,,,,,;
284170,Pagan,18515,1981,129791,Crater formation,Summit.,,,,,,,;
284170,Pagan,18515,1981,129792,Crater formation,Parasitic.,,,,,,,;
284170,Pagan,18515,1981,129793,Volcanic tremor,,,,,,,,;
284180,Alamagan,18525,540,129795,Explosion,,,,,,,,;
284180,Alamagan,18525,540,129796,Pyroclastic flow,,,,,,,,;
284180,Alamagan,18525,540,129797,Pumice,,,,,,,,;
284180,Alamagan,18526,870,129799,Explosion,,,,,,,,;
284180,Alamagan,18526,870,129800,Pyroclastic flow,,,,,,,,;
284180,Alamagan,18526,870,129801,Pumice,,,,,,,,;
284193,South Sarigan Seamount,18529,2010,129809,Ash,,,,,,,,;
284193,South Sarigan Seamount,18529,2010,129810,Tsunami,weak or small,,,,,,,;
284193,South Sarigan Seamount,18529,2010,129811,Evacuations,,,2010,,5,,29,;
284193,South Sarigan Seamount,18529,2010,129812,Loud audible noises,,,,,,,,;
284193,South Sarigan Seamount,18529,2010,129813,Volcanic tremor,,,,,,,,;
284193,South Sarigan Seamount,18529,2010,129814,Earthquakes (undefined),Before.,,,,,,,;
284190,Guguan,18531,1883,129818,Explosion,,,,,,,,;
284190,Guguan,18531,1883,129819,Lava flow(s),,,,,,,,;
284202,Ruby,18534,1995,129824,Volcanic tremor,,,,,,,,;
284202,Ruby,18534,1995,129825,Fauna kill,Aquatic.,,,,,,,;
284200,Anatahan,18535,2003,129827,Explosion,,,,,,,,;
284211,NW Rota-1,18539,2003,129829,Ash,,,,,,,,;
284211,NW Rota-1,18539,2003,129830,Bombs,,,,,,,,;
284211,NW Rota-1,18539,2003,129831,Lava flow(s),,,,,,,,;
284211,NW Rota-1,18539,2003,129832,Blocks,,,,,,,,;
285011,Esan,18546,-6670,129846,Explosion,,,,,,,,;
285011,Esan,18546,-6670,129847,Pyroclastic flow,,,,,,,,;
285011,Esan,18546,-6670,129848,Lava dome formation,,,,,,,,;
285011,Esan,18547,-3900,129849,Explosion,,,,,,,,;
285011,Esan,18547,-3900,129850,Pyroclastic flow,,,,,,,,;
285011,Esan,18547,-3900,129851,Lahar or mudflow,,,,,,,,;
285011,Esan,18548,-1050,129852,Ash,,,,,,,,;
285011,Esan,18548,-1050,129853,Phreatic activity,,,,,,,,;
285011,Esan,18549,-440,129854,Explosion,,,,,,,,;
285011,Esan,18549,-440,129855,Pyroclastic flow,,,,,,,,;
285011,Esan,18549,-440,129856,Edifice destroyed,Collapse/avalanche,,,,,,,;
285011,Esan,18549,-440,129857,Debris avalanches,,,,,,,,;
285011,Esan,18550,1350,129858,Pyroclastic flow,,,,,,,,;
285011,Esan,18550,1350,129859,Phreatic activity,,,,,,,,;
285011,Esan,18551,1846,129861,Phreatic activity,weak or small,,,,,,,;
285020,Hokkaido-Komagatake,18560,-4500,129862,Pyroclastic flow,,,,,,,,;
285020,Hokkaido-Komagatake,18561,-4350,129864,Explosion,,,,,,,,;
285020,Hokkaido-Komagatake,18561,-4350,129865,Pyroclastic flow,,,,,,,,;
285020,Hokkaido-Komagatake,18561,-4350,129866,Pumice,,,,,,,,;
"285020,Hokkaido-Komagatake,18562,1640,129868,Explosion,""violent, strong, or large"",,,,,,,";
285020,Hokkaido-Komagatake,18562,1640,129869,Ash,,,,,,,,;
285020,Hokkaido-Komagatake,18562,1640,129870,Pyroclastic flow,,,,,,,,;
285020,Hokkaido-Komagatake,18562,1640,129871,Phreatic activity,,,,,,,,;
285020,Hokkaido-Komagatake,18562,1640,129872,Property damage,,,,,,,,;
285020,Hokkaido-Komagatake,18562,1640,129873,Fatalities,,,1640,,7,,31,;
285020,Hokkaido-Komagatake,18562,1640,129874,Lahar or mudflow,,,,,,,,;
285020,Hokkaido-Komagatake,18562,1640,129875,Tsunami,,,,,,,,;
285020,Hokkaido-Komagatake,18562,1640,129876,Edifice destroyed,Collapse/avalanche,,,,,,,;
285020,Hokkaido-Komagatake,18562,1640,129877,Debris avalanches,,,,,,,,;
285020,Hokkaido-Komagatake,18562,1640,129878,Pumice,,,,,,,,;
285020,Hokkaido-Komagatake,18562,1640,129879,Directed explosion,,,,,,,,;
"285020,Hokkaido-Komagatake,18563,1694,129881,Explosion,""violent, strong, or large"",,,,,,,";
285020,Hokkaido-Komagatake,18563,1694,129882,Pyroclastic flow,,,,,,,,;
285020,Hokkaido-Komagatake,18563,1694,129883,Pumice,,,,,,,,;
"285020,Hokkaido-Komagatake,18567,1856,129890,Explosion,""violent, strong, or large"",,,,,,,";
285020,Hokkaido-Komagatake,18567,1856,129891,Ash,,,,,,,,;
285020,Hokkaido-Komagatake,18567,1856,129892,Pyroclastic flow,,,,,,,,;
285020,Hokkaido-Komagatake,18567,1856,129893,Lava dome formation,,,,,,,,;
285020,Hokkaido-Komagatake,18567,1856,129894,Property damage,,,,,,,,;
285020,Hokkaido-Komagatake,18567,1856,129895,Fatalities,,,1856,,9,,25,;
285020,Hokkaido-Komagatake,18575,1929,129896,Crater formation,Summit.,,,,,,,;
285020,Hokkaido-Komagatake,18575,1929,129897,Seismicity (volcanic),,,,,,,,;
285020,Hokkaido-Komagatake,18575,1929,129898,Deformation (inflation),,,,,,,,;
285020,Hokkaido-Komagatake,18575,1929,129899,Lightning,,,,,,,,;
285020,Hokkaido-Komagatake,18575,1929,129900,Pumice,,,,,,,,;
285020,Hokkaido-Komagatake,18575,1929,129901,Blocks,,,,,,,,;
285020,Hokkaido-Komagatake,18578,1937,129907,Ash,,,,,,,,;
285020,Hokkaido-Komagatake,18578,1937,129908,Phreatic activity,weak or small,,,,,,,;
285020,Hokkaido-Komagatake,18578,1937,129909,Loud audible noises,,,,,,,,;
285020,Hokkaido-Komagatake,18579,1942,129912,Explosion,,,,,,,,;
285020,Hokkaido-Komagatake,18579,1942,129913,Ash,,,,,,,,;
285020,Hokkaido-Komagatake,18579,1942,129914,Pyroclastic flow,,,,,,,,;
285020,Hokkaido-Komagatake,18579,1942,129915,Phreatic activity,,,,,,,,;
285020,Hokkaido-Komagatake,18579,1942,129916,Lahar or mudflow,,,,,,,,;
285020,Hokkaido-Komagatake,18579,1942,129917,Eruption cloud,,,,,,,,;
285020,Hokkaido-Komagatake,18579,1942,129918,Earthquakes (undefined),Before.,,,,,,,;
285020,Hokkaido-Komagatake,18579,1942,129919,Earthquakes (undefined),,,,,,,,;
285020,Hokkaido-Komagatake,18579,1942,129920,Pumice,,,,,,,,;
285020,Hokkaido-Komagatake,18579,1942,129921,Phreatomagmatic eruption,,,,,,,,;
285020,Hokkaido-Komagatake,18580,1996,129924,Ash,,,,,,,,;
285020,Hokkaido-Komagatake,18580,1996,129925,Lapilli,,,,,,,,;
285020,Hokkaido-Komagatake,18580,1996,129926,Phreatic activity,,,,,,,,;
285020,Hokkaido-Komagatake,18580,1996,129927,Evacuations,,,,,,,,;
285020,Hokkaido-Komagatake,18580,1996,129928,Volcanic tremor,,,,,,,,;
285020,Hokkaido-Komagatake,18580,1996,129929,Seismicity (volcanic),After eruption.,,,,,,,;
285030,Toya,18592,1626,129933,Explosion,Uncertain,,,,,,,;
285030,Toya,18593,1638,129934,Explosion,,,,,,,,;
285030,Toya,18593,1638,129935,Ash,,,,,,,,;
285030,Toya,18593,1638,129936,Earthquakes (undefined),,,,,,,,;
"285030,Toya,18594,1663,129938,Explosion,""violent, strong, or large"",,,,,,,";
285030,Toya,18594,1663,129939,Pyroclastic flow,,,,,,,,;
285030,Toya,18594,1663,129940,Phreatic activity,,,,,,,,;
285030,Toya,18594,1663,129941,Property damage,,,,,,,,;
285030,Toya,18594,1663,129942,Fatalities,,,1663,,8,,16,;
285030,Toya,18594,1663,129943,Earthquakes (undefined),Before.,,,,,,,;
285030,Toya,18594,1663,129944,Earthquakes (undefined),,,,,,,,;
285030,Toya,18594,1663,129945,Pumice,,,,,,,,;
285030,Toya,18595,1690,129947,Explosion,,,,,,,,;
285030,Toya,18595,1690,129948,Ash,,,,,,,,;
285030,Toya,18595,1690,129949,Pyroclastic flow,,,,,,,,;
285030,Toya,18595,1690,129950,Phreatic activity,,,,,,,,;
285030,Toya,18595,1690,129951,Pumice,,,,,,,,;
"285030,Toya,18596,1769,129953,Explosion,""violent, strong, or large"",,,,,,,";
285030,Toya,18596,1769,129954,Ash,,,,,,,,;
285030,Toya,18596,1769,129955,Pyroclastic flow,,,,,,,,;
285030,Toya,18596,1769,129956,Lava dome formation,,,,,,,,;
285030,Toya,18596,1769,129957,Property damage,,,,,,,,;
285030,Toya,18596,1769,129958,Evacuations,,,,,,,,;
285030,Toya,18596,1769,129959,Earthquakes (undefined),Before.,,,,,,,;
285030,Toya,18596,1769,129960,Pumice,,,,,,,,;
"285030,Toya,18597,1822,129962,Explosion,""violent, strong, or large"",,,,,,,";
285030,Toya,18597,1822,129963,Ash,,,,,,,,;
285030,Toya,18599,1910,129964,Lightning,,,,,,,,;
285030,Toya,18600,1944,129966,Explosion,,,,,,,,;
285030,Toya,18600,1944,129967,Ash,,,,,,,,;
285030,Toya,18600,1944,129968,Scoria,,,,,,,,;
285030,Toya,18600,1944,129969,Pyroclastic flow,,,,,,,,;
285030,Toya,18600,1944,129970,Phreatic activity,,,,,,,,;
"285030,Toya,18600,1944,129971,Lava dome formation,""violent, strong, or large"",,,,,,,";
285030,Toya,18600,1944,129972,Property damage,,,,,,,,;
285030,Toya,18600,1944,129973,Fatalities,,,1944,,8,,26,;
285030,Toya,18600,1944,129974,Lahar or mudflow,,,,,,,,;
285030,Toya,18600,1944,129975,Evacuations,,,,,,,,;
285030,Toya,18600,1944,129976,Debris avalanches,,,,,,,,;
285030,Toya,18600,1944,129977,Mud,,,,,,,,;
285030,Toya,18600,1944,129978,Loud audible noises,,,,,,,,;
285030,Toya,18600,1944,129979,Seismicity (volcanic),Before eruption.,,,,,,,;
285030,Toya,18600,1944,129980,Seismicity (volcanic),,,,,,,,;
285030,Toya,18600,1944,129981,Deformation (inflation),,,,,,,,;
285030,Toya,18600,1944,129982,Lightning,,,,,,,,;
"285030,Toya,18601,1977,129984,Explosion,""violent, strong, or large"",,,,,,,";
285030,Toya,18601,1977,129985,Ash,,,,,,,,;
285030,Toya,18601,1977,129986,Pyroclastic flow,,,,,,,,;
285030,Toya,18601,1977,129987,Phreatic activity,,,,,,,,;
285030,Toya,18601,1977,129988,Lava dome formation,,,,,,,,;
285030,Toya,18601,1977,129989,Property damage,,,,,,,,;
285030,Toya,18601,1977,129990,Fatalities,,,1977,,8,,7,;
285030,Toya,18601,1977,129991,Lahar or mudflow,,,,,,,,;
285030,Toya,18601,1977,129992,Evacuations,,,,,,,,;
285030,Toya,18601,1977,129993,Eruption cloud,,,,,,,,;
285030,Toya,18601,1977,129994,Earthquakes (undefined),Before.,,,,,,,;
285030,Toya,18601,1977,129995,Earthquakes (undefined),,,,,,,,;
285030,Toya,18601,1977,129996,Deformation (inflation),,,,,,,,;
285030,Toya,18601,1977,129997,Pumice,,,,,,,,;
285040,Shikotsu,18608,1500,129998,Debris avalanches,,,,,,,,;
285040,Shikotsu,18609,1550,130000,Explosion,,,,,,,,;
285040,Shikotsu,18609,1550,130001,Phreatic activity,,,,,,,,;
285040,Shikotsu,18609,1550,130002,Lahar or mudflow,,,,,,,,;
"285040,Shikotsu,18610,1667,130004,Explosion,""violent, strong, or large"",,,,,,,";
285040,Shikotsu,18610,1667,130005,Ash,,,,,,,,;
285040,Shikotsu,18610,1667,130006,Scoria,,,,,,,,;
285040,Shikotsu,18610,1667,130007,Pyroclastic flow,,,,,,,,;
285040,Shikotsu,18610,1667,130008,Pumice,,,,,,,,;
285040,Shikotsu,18611,1707,130010,Explosion,,,,,,,,;
285040,Shikotsu,18611,1707,130011,Phreatic activity,,,,,,,,;
285040,Shikotsu,18611,1707,130012,Lahar or mudflow,,,,,,,,;
"285040,Shikotsu,18612,1739,130014,Explosion,""violent, strong, or large"",,,,,,,";
285040,Shikotsu,18612,1739,130015,Ash,,,,,,,,;
285040,Shikotsu,18612,1739,130016,Pyroclastic flow,,,,,,,,;
285040,Shikotsu,18612,1739,130017,Caldera formation,Explosion,,,,,,,;
285040,Shikotsu,18612,1739,130018,Earthquakes (undefined),Before.,,,,,,,;
285040,Shikotsu,18612,1739,130019,Pumice,,,,,,,,;
285040,Shikotsu,18612,1739,130020,Blocks,,,,,,,,;
"285040,Shikotsu,18613,1804,130022,Explosion,""violent, strong, or large"",,,,,,,";
285040,Shikotsu,18613,1804,130023,Ash,,,,,,,,;
285040,Shikotsu,18613,1804,130024,Pyroclastic flow,,,,,,,,;
285040,Shikotsu,18613,1804,130025,Property damage,,,,,,,,;
285040,Shikotsu,18613,1804,130026,Cinder cone formation,,,,,,,,;
285040,Shikotsu,18613,1804,130027,Pumice,,,,,,,,;
285040,Shikotsu,18614,1867,130029,Explosion,moderate,,,,,,,;
